name	games	sport	medal
Jonathan Eccehomo Romero Preciado	2008 Summer	Boxing	NA
Juan Carlos Romero Arribas	2008 Summer	Shooting	NA
Juan Carlos Romero Bernal	2008 Summer	Athletics	NA
Rebecca Jayne Romero	2008 Summer	Cycling	Gold
Rebecca Jayne Romero	2008 Summer	Cycling	NA
Sergio Germn Romero	2008 Summer	Football	Gold
Sigrid Romero Duque	2008 Summer	Archery	NA
Sigrid Romero Duque	2008 Summer	Archery	NA
Susana Romero Steensma	2008 Summer	Sailing	NA
Ronaldo "Ronaldinho" de Asss Moreira	2008 Summer	Football	Bronze
Benjamin Rondeau	2008 Summer	Rowing	Bronze
Gilles Rondy	2008 Summer	Swimming	NA
Bram Ronnes	2008 Summer	Beach Volleyball	NA
Jan Roodzant	2008 Summer	Swimming	NA
Martyn Joseph Rooney	2008 Summer	Athletics	NA
Martyn Joseph Rooney	2008 Summer	Athletics	Bronze
Sean Michael Rooney	2008 Summer	Volleyball	Gold
Andria Rosa de Andrade	2008 Summer	Football	Silver
Chiara Rosa	2008 Summer	Athletics	NA
Mara Jess Rosa Durn	2008 Summer	Hockey	NA
Albenis Antonio Rosales	2008 Summer	Judo	NA
Rosana dos Santos Augusto	2008 Summer	Football	Silver
Diego Rosati	2008 Summer	Judo	NA
Shane Rose	2008 Summer	Equestrianism	NA
Shane Rose	2008 Summer	Equestrianism	Silver
Charles Eric Rose-Innes	2008 Summer	Hockey	NA
Iris Rosenberger	2008 Summer	Swimming	NA
Sean Michael Rosenthal	2008 Summer	Beach Volleyball	NA
Milena Maria Rosner	2008 Summer	Volleyball	NA
Massimiliano Edgar Rosolino	2008 Summer	Swimming	NA
Massimiliano Edgar Rosolino	2008 Summer	Swimming	NA
Massimiliano Edgar Rosolino	2008 Summer	Swimming	NA
Alicja Rosolska	2008 Summer	Tennis	NA
Lisa Ross	2008 Summer	Sailing	NA
Reuben Daniel Ross	2008 Summer	Diving	NA
Reuben Daniel Ross	2008 Summer	Diving	NA
Tiffany Marthenia Ross-Williams	2008 Summer	Athletics	NA
Antonio Rossi	2008 Summer	Canoeing	NA
Giuseppe Rossi	2008 Summer	Football	NA
Mariana Rossi	2008 Summer	Hockey	Bronze
Anna Rostkowska (Zagrska-)	2008 Summer	Athletics	NA
Nicolas Rostoucher	2008 Summer	Swimming	NA
Nicolas Rostoucher	2008 Summer	Swimming	NA
Alexandru Rou	2008 Summer	Weightlifting	NA
Alfredo Rota	2008 Summer	Fencing	NA
Alfredo Rota	2008 Summer	Fencing	Bronze
Roberto Rotatori	2008 Summer	Equestrianism	NA
Roberto Rotatori	2008 Summer	Equestrianism	NA
Viktor Rthlin	2008 Summer	Athletics	NA
Stefanie Rothweiler	2008 Summer	Sailing	NA
Raouya Rouabhia	2008 Summer	Volleyball	NA
Sbastien Rouault	2008 Summer	Swimming	NA
Sbastien Rouault	2008 Summer	Swimming	NA
Mohammad Reza Roudaki	2008 Summer	Judo	NA
Hayden David Roulston	2008 Summer	Cycling	Silver
Hayden David Roulston	2008 Summer	Cycling	Bronze
Hayden David Roulston	2008 Summer	Cycling	NA
Antigoni Roumbesi	2008 Summer	Water Polo	NA
Ronda Jean Rousey (-Browne)	2008 Summer	Judo	Bronze
Magali Rousseau	2008 Summer	Swimming	NA
Nicolas Rousseau	2008 Summer	Cycling	NA
Sebastien Daniel Rousseau	2008 Summer	Swimming	NA
Jurij Rovan	2008 Summer	Athletics	NA
Stephen Christopher Rowbotham	2008 Summer	Rowing	Bronze
Shannon Nicole Rowbury	2008 Summer	Athletics	NA
Brigitte Roy	2008 Summer	Shooting	NA
Brigitte Roy	2008 Summer	Shooting	NA
Pavlo Rozenberg	2008 Summer	Diving	NA
Pavlo Rozenberg	2008 Summer	Diving	NA
Marin Rozi	2008 Summer	Basketball	NA
Ivana Roman	2008 Summer	Athletics	NA
Rok Rozman	2008 Summer	Rowing	NA
Roman Rozna	2008 Summer	Athletics	NA
Trine Bjerke Rnning	2008 Summer	Football	NA
Andretsa "Rtvelo"" Chagashi	2008 Summer	Beach Volleyball	NA
Sandra de las Mercedes Ruales Mosquera	2008 Summer	Athletics	NA
Virginia "Vivi" Ruano Pascual	2008 Summer	Tennis	Silver
Michal Rubek	2008 Summer	Swimming	NA
Viktor Hennadiyovych Ruban	2008 Summer	Archery	Gold
Viktor Hennadiyovych Ruban	2008 Summer	Archery	NA
Artem Borysovych Rubanko	2008 Summer	Athletics	NA
Shaun Martin Rubenstein	2008 Summer	Canoeing	NA
Shaun Martin Rubenstein	2008 Summer	Canoeing	NA
Giorgio Rubino	2008 Summer	Athletics	NA
Israel Jos Rubio Rivero	2008 Summer	Weightlifting	NA
Ricard "Ricky" Rubio Vives	2008 Summer	Basketball	Silver
Jeena Rubevska	2008 Summer	Modern Pentathlon	NA
Jon Rhauge Rud	2008 Summer	Swimming	NA
Jon Rhauge Rud	2008 Summer	Swimming	NA
Yekaterina Olegovna Rudenko	2008 Summer	Swimming	NA
Damjan Rude	2008 Summer	Basketball	NA
Roland Rudolf	2008 Summer	Swimming	NA
Roland Rudolf	2008 Summer	Swimming	NA
Amnat Ruenroeng	2008 Summer	Boxing	NA
Jos Miguel Ruz Durango	2008 Summer	Sailing	NA
Lzaro Maikel Ruz Gasso	2008 Summer	Weightlifting	NA
Vernica Ruz Domnguez	2008 Summer	Rhythmic Gymnastics	NA
Yumilka Ruz Luaces	2008 Summer	Volleyball	NA
Nikita Rukavytsya	2008 Summer	Football	NA
Jane Rumball (-Thornton)	2008 Summer	Rowing	NA
Raema Lisa Rumbewas	2008 Summer	Weightlifting	NA
Galen Rupp	2008 Summer	Athletics	NA
Annina Ruppel	2008 Summer	Rowing	NA
Thomas Rupprath	2008 Summer	Swimming	NA
Thomas Rupprath	2008 Summer	Swimming	NA
Aleksandr Anatolyevich Rusakov	2008 Summer	Trampolining	NA
Khalid Yahya Rushaka	2008 Summer	Swimming	NA
Andrew Russell	2008 Summer	Canoeing	NA
Andrew Russell	2008 Summer	Canoeing	NA
Blake Russell (Phillips-)	2008 Summer	Athletics	NA
Colin Russell	2008 Summer	Swimming	NA
Colin Russell	2008 Summer	Swimming	NA
Colin Russell	2008 Summer	Swimming	NA
Scott Russell	2008 Summer	Athletics	NA
Shelley Russell	2008 Summer	Hockey	NA
Clemente Russo	2008 Summer	Boxing	Silver
Marin Russo	2008 Summer	Hockey	Bronze
Clare Rustad	2008 Summer	Football	NA
Rzvan Rusu	2008 Summer	Weightlifting	NA
Kristian Ruth	2008 Summer	Sailing	NA
Gregory James "Greg" Rutherford	2008 Summer	Athletics	NA
Benjamin Jon "Ben" Rutledge	2008 Summer	Rowing	Gold
Adam Rutter	2008 Summer	Athletics	NA
Stefan Rttgeroth	2008 Summer	Shooting	NA
Anton Petrovich Ryakhov	2008 Summer	Canoeing	NA
Anton Petrovich Ryakhov	2008 Summer	Canoeing	NA
Heath Ryan	2008 Summer	Equestrianism	NA
Heath Ryan	2008 Summer	Equestrianism	NA
Marc James Ryan	2008 Summer	Cycling	Bronze
Matthew "Matt" Ryan	2008 Summer	Rowing	Silver
Vida Ryan	2008 Summer	Hockey	NA
Vidette Ryan	2008 Summer	Hockey	NA
Yury Sergeyevich Ryazanov	2008 Summer	Gymnastics	NA
Yury Sergeyevich Ryazanov	2008 Summer	Gymnastics	NA
Yury Sergeyevich Ryazanov	2008 Summer	Gymnastics	NA
Yury Sergeyevich Ryazanov	2008 Summer	Gymnastics	NA
Yury Sergeyevich Ryazanov	2008 Summer	Gymnastics	NA
Yury Sergeyevich Ryazanov	2008 Summer	Gymnastics	NA
Yury Sergeyevich Ryazanov	2008 Summer	Gymnastics	NA
Yury Yakovlevich Rybak	2008 Summer	Judo	NA
Andrey Anatolyevich Rybakov	2008 Summer	Weightlifting	Silver
Yaroslav Vladimirovich Rybakov	2008 Summer	Athletics	Bronze
Viktoriya Yurivna "Vita" Rybalko	2008 Summer	Athletics	NA
Volodymyr Ivanovych Rybin	2008 Summer	Cycling	NA
Volodymyr Ivanovych Rybin	2008 Summer	Cycling	NA
Ivan Rybovalov	2008 Summer	Shooting	NA
Ivan Rybovalov	2008 Summer	Shooting	NA
Brian Ryckeman	2008 Summer	Swimming	NA
Kristie-Anne Ryder	2008 Summer	Judo	NA
Daniela Ryf	2008 Summer	Triathlon	NA
Roman Rynkiewicz	2008 Summer	Canoeing	NA
Olga Sergeyevna Rypakova (Alekseyeva-)	2008 Summer	Athletics	NA
Olga Sergeyevna Rypakova (Alekseyeva-)	2008 Summer	Athletics	NA
Serhiy Oleksandrovych Rysenko	2008 Summer	Cycling	NA
Ryu Hyeon-Jin	2008 Summer	Baseball	Gold
Ryu Myong-Hong	2008 Summer	Shooting	NA
Yevgeny Aleksandrovich Ryzhkov	2008 Summer	Swimming	NA
Yevgeny Aleksandrovich Ryzhkov	2008 Summer	Swimming	NA
Andr Rezende S	2008 Summer	Tennis	NA
Sa Jae-Hyeok	2008 Summer	Weightlifting	Gold
Waseelah Fadhl Saad	2008 Summer	Athletics	NA
Jeffrson Dias Sabino	2008 Summer	Athletics	NA
Hamilton Sabot	2008 Summer	Gymnastics	NA
Hamilton Sabot	2008 Summer	Gymnastics	NA
Hamilton Sabot	2008 Summer	Gymnastics	NA
Hamilton Sabot	2008 Summer	Gymnastics	NA
Hamilton Sabot	2008 Summer	Gymnastics	NA
Hamilton Sabot	2008 Summer	Gymnastics	NA
Hamilton Sabot	2008 Summer	Gymnastics	NA
Peter Sack	2008 Summer	Athletics	NA
Philaylack Sackpraseuth	2008 Summer	Athletics	NA
Peter Samuel Konrad "Sam" Sacksen	2008 Summer	Modern Pentathlon	NA
Alicia Marie Sacramone (-Quinn)	2008 Summer	Gymnastics	NA
Alicia Marie Sacramone (-Quinn)	2008 Summer	Gymnastics	Silver
Alicia Marie Sacramone (-Quinn)	2008 Summer	Gymnastics	NA
Alicia Marie Sacramone (-Quinn)	2008 Summer	Gymnastics	NA
Alicia Marie Sacramone (-Quinn)	2008 Summer	Gymnastics	NA
Urszula Sadkowska	2008 Summer	Judo	NA
Nataliya Ivanovna Sadova (Kaptyukh-)	2008 Summer	Athletics	NA
Yekaterina Sadovnik	2008 Summer	Swimming	NA
Milena Maria Sadurek (-Mikoajczyk, -Radecka)	2008 Summer	Volleyball	NA
Nasar Sakar Saeed	2008 Summer	Athletics	NA
Hadi Saei Bonehkohal	2008 Summer	Taekwondo	Gold
Lucie afov	2008 Summer	Tennis	NA
Lucie afov	2008 Summer	Tennis	NA
Dinara Mubinovna Safina	2008 Summer	Tennis	Silver
Dinara Mubinovna Safina	2008 Summer	Tennis	NA
Mtys Sfrn	2008 Summer	Canoeing	NA
Mihly Zoltn Sfrn	2008 Summer	Canoeing	NA
Hayley Dawn Sage	2008 Summer	Diving	NA
Gela Saghirashvili	2008 Summer	Wrestling	NA
Taner Sar	2008 Summer	Weightlifting	NA
Mirosawa Sagun-Lewandowska	2008 Summer	Shooting	NA
Mirosawa Sagun-Lewandowska	2008 Summer	Shooting	NA
Oshin Sahakian	2008 Summer	Basketball	NA
Ramazan ahin (rbayhanov-)	2008 Summer	Wrestling	Gold
Mourad Al-Sahraoui	2008 Summer	Boxing	NA
Kahina Saidi	2008 Summer	Judo	NA
Ali Sadi-Sief	2008 Summer	Athletics	NA
Jaysuma Saidy Ndure	2008 Summer	Athletics	NA
Jaysuma Saidy Ndure	2008 Summer	Athletics	NA
Inna Oleksandrivna Saienko	2008 Summer	Athletics	NA
Mika Saiki	2008 Summer	Beach Volleyball	NA
Verena Sailer	2008 Summer	Athletics	NA
Nobuharu Saito	2008 Summer	Volleyball	NA
Rika Saito	2008 Summer	Weightlifting	NA
Jean-Michel Jacques Georges Hubert Saive	2008 Summer	Table Tennis	NA
Stanislav Sajdok	2008 Summer	Athletics	NA
Adela Sajn	2008 Summer	Gymnastics	NA
Adela Sajn	2008 Summer	Gymnastics	NA
Adela Sajn	2008 Summer	Gymnastics	NA
K'rist'ina "Saka" Sant'ana	2008 Summer	Beach Volleyball	NA
Suraju Saka	2008 Summer	Table Tennis	NA
Mizuho Sakaguchi	2008 Summer	Football	NA
Hiroko Sakai	2008 Summer	Softball	Gold
Akifumi Sakamoto	2008 Summer	Cycling	NA
Koki Sakamoto	2008 Summer	Gymnastics	NA
Koki Sakamoto	2008 Summer	Gymnastics	Silver
Koki Sakamoto	2008 Summer	Gymnastics	NA
Koki Sakamoto	2008 Summer	Gymnastics	NA
Koki Sakamoto	2008 Summer	Gymnastics	NA
Koki Sakamoto	2008 Summer	Gymnastics	NA
Koki Sakamoto	2008 Summer	Gymnastics	NA
Shuichi Sakamoto	2008 Summer	Badminton	NA
Tatiane Mayumi Sakemi	2008 Summer	Swimming	NA
Tatiane Mayumi Sakemi	2008 Summer	Swimming	NA
Tatiane Mayumi Sakemi	2008 Summer	Swimming	NA
Yuka Sakurai	2008 Summer	Volleyball	NA
Albert Sala Moreno	2008 Summer	Hockey	Silver
Irving Jahir Saladino Arana	2008 Summer	Athletics	Gold
Olha Valerivna Saladukha (-Kostyuk)	2008 Summer	Athletics	NA
Yevgeny Aleksandrovich Salakhov	2008 Summer	Canoeing	NA
Yuliana Bulatovna Salakhova	2008 Summer	Canoeing	NA
Reineris Salas Prez	2008 Summer	Wrestling	NA
Lucas Vincius Yokoo Salatta	2008 Summer	Swimming	NA
Lucas Vincius Yokoo Salatta	2008 Summer	Swimming	NA
Georgios Salavantakis	2008 Summer	Shooting	NA
Nasiba Salayeva-Surkieva	2008 Summer	Judo	NA
Diego Fernando Salazar Quintero	2008 Summer	Weightlifting	Silver
Sergio Ignacio Salazar Lpez	2008 Summer	Cycling	NA
Rimvydas alius	2008 Summer	Swimming	NA
David Tengizovich Saldadze	2008 Summer	Wrestling	NA
Nouran Saleh	2008 Summer	Synchronized Swimming	NA
Ali Ahmed Salem Al-Yazidi	2008 Summer	Archery	NA
Herry Saliku Biembe Marco	2008 Summer	Boxing	NA
Silvia Salis	2008 Summer	Athletics	NA
Virgil Slican	2008 Summer	Fencing	NA
Jennifer Salling	2008 Summer	Softball	NA
Riley David Salmon	2008 Summer	Volleyball	Gold
Ana Salnik'ova	2008 Summer	Swimming	NA
Elisabeth Salom Pons	2008 Summer	Rhythmic Gymnastics	NA
Igor Nikolayevich Salov	2008 Summer	Rowing	NA
Teodor Yovchev Salparov	2008 Summer	Volleyball	NA
Kristina Saltanovi (-Dias)	2008 Summer	Athletics	NA
Nino Salukvadze (-Machavariani)	2008 Summer	Shooting	Bronze
Nino Salukvadze (-Machavariani)	2008 Summer	Shooting	NA
Leandro Salvagno Rattaro	2008 Summer	Rowing	NA
Ilaria Salvatori	2008 Summer	Fencing	Bronze
Maryline Salvetat	2008 Summer	Cycling	NA
Maryline Salvetat	2008 Summer	Cycling	NA
Elizabeta Samara	2008 Summer	Table Tennis	NA
Elizabeta Samara	2008 Summer	Table Tennis	NA
Ioanna Samara	2008 Summer	Rhythmic Gymnastics	NA
Marko Samardi	2008 Summer	Volleyball	NA
Agnes Maryna Samaria	2008 Summer	Athletics	NA
Agnes Maryna Samaria	2008 Summer	Athletics	NA
Abbas Samimi	2008 Summer	Athletics	NA
Bastie Samir	2008 Summer	Boxing	NA
Issah Samir	2008 Summer	Boxing	NA
Mahmoud Samir	2008 Summer	Fencing	NA
Mahmoud Samir	2008 Summer	Fencing	NA
Gulnara Iskanderovna Samitova-Galkina	2008 Summer	Athletics	NA
Gulnara Iskanderovna Samitova-Galkina	2008 Summer	Athletics	Gold
Aleksandrs Samoilovs	2008 Summer	Beach Volleyball	NA
Andrey Samokhin	2008 Summer	Wrestling	NA
Nataliya Anatolivna Samorodina	2008 Summer	Swimming	NA
Pyotr Mikhaylovich Samoylenko	2008 Summer	Basketball	NA
Vladimir Viktorovich Samsonov	2008 Summer	Table Tennis	NA
Roslinda Samsu	2008 Summer	Athletics	NA
Samuel Fuchs	2008 Summer	Volleyball	Silver
Daniele "Dani" Samuels (-Stevens)	2008 Summer	Athletics	NA
Emma Katinka Rene Samuelsson (-Westrn)	2008 Summer	Fencing	NA
Daniela Samulski	2008 Summer	Swimming	NA
Daniela Samulski	2008 Summer	Swimming	NA
Daniela Samulski	2008 Summer	Swimming	NA
Varteres Varteresovich Samurgashev	2008 Summer	Wrestling	NA
Anastasiya Valeryevna Samusevich-Prokopenko	2008 Summer	Modern Pentathlon	NA
ngela San Juan Cisneros	2008 Summer	Swimming	NA
Esther San Miguel Busto	2008 Summer	Judo	NA
Ivn San Miguel Prez	2008 Summer	Gymnastics	NA
Ivn San Miguel Prez	2008 Summer	Gymnastics	NA
Ivn San Miguel Prez	2008 Summer	Gymnastics	NA
Ivn San Miguel Prez	2008 Summer	Gymnastics	NA
Ivn San Miguel Prez	2008 Summer	Gymnastics	NA
Ivn San Miguel Prez	2008 Summer	Gymnastics	NA
Maria Elisabetta . Sancassani	2008 Summer	Rowing	NA
Benjamn Snchez Bermejo	2008 Summer	Athletics	NA
Bertha Oliva Snchez Rivera	2008 Summer	Athletics	NA
Clara Snchez	2008 Summer	Cycling	NA
Heraclio Eder Snchez Tern	2008 Summer	Athletics	NA
Elier Snchez Quesada	2008 Summer	Baseball	Silver
Eriel Snchez Len	2008 Summer	Baseball	Silver
Fabien Sanchez	2008 Summer	Cycling	NA
Flix Snchez Marcelo	2008 Summer	Athletics	NA
Francisco Javier Snchez Parra	2008 Summer	Wrestling	NA
Germn Sal Snchez Snchez	2008 Summer	Diving	NA
Isabel Snchez Fernndez	2008 Summer	Basketball	NA
Jess Snchez Gonzlez	2008 Summer	Athletics	NA
Jonny Jess Snchez Miquilena	2008 Summer	Boxing	NA
Jos Luis Snchez Castillo	2008 Summer	Shooting	NA
Laura Aleida Snchez Soto	2008 Summer	Diving	NA
Mariely Snchez Hichez	2008 Summer	Athletics	NA
Karla Marlene Snchez Rodrguez	2008 Summer	Modern Pentathlon	NA
Marvin Sal Snchez Vallecillo	2008 Summer	Football	NA
Natalia Snchez Echeverri	2008 Summer	Archery	NA
Natalia Snchez Echeverri	2008 Summer	Archery	NA
Nathalia Snchez Crdenas	2008 Summer	Gymnastics	NA
Nathalia Snchez Crdenas	2008 Summer	Gymnastics	NA
Nathalia Snchez Crdenas	2008 Summer	Gymnastics	NA
Nathalia Snchez Crdenas	2008 Summer	Gymnastics	NA
Pilar Snchez Cervi	2008 Summer	Hockey	NA
Rachel Snchez Prez	2008 Summer	Volleyball	NA
Samuel Snchez Gonzlez	2008 Summer	Cycling	Gold
Samuel Snchez Gonzlez	2008 Summer	Cycling	NA
Vanina Paola Snchez Bern	2008 Summer	Taekwondo	NA
Zulmarys Snchez	2008 Summer	Canoeing	NA
Anna Sanchis Chafer	2008 Summer	Cycling	NA
Nicola Clare Sanders	2008 Summer	Athletics	NA
Nicola Clare Sanders	2008 Summer	Athletics	NA
Keith Sanderson	2008 Summer	Shooting	NA
Scott Sandison	2008 Summer	Hockey	NA
Leevan Sands	2008 Summer	Athletics	Bronze
Shamar Sands	2008 Summer	Athletics	NA
Stephanie Xu Sang	2008 Summer	Table Tennis	NA
Stephanie Xu Sang	2008 Summer	Table Tennis	NA
Pierluigi Sangiorgi	2008 Summer	Equestrianism	NA
Nizom Sangov	2008 Summer	Weightlifting	NA
Shanahan Sakofalefatu Sanitoa	2008 Summer	Athletics	NA
Kseniya Andreyevna Sankovich	2008 Summer	Rhythmic Gymnastics	Bronze
Pavel Pavlovich Sankovich	2008 Summer	Swimming	NA
Pavel Pavlovich Sankovich	2008 Summer	Swimming	NA
Masatoshi Sanma	2008 Summer	Canoeing	NA
Su Wai'bou Sanneh	2008 Summer	Athletics	NA
Yuko Sano	2008 Summer	Volleyball	NA
Idrissa Sanou	2008 Summer	Athletics	NA
Nongnuch Sanrat	2008 Summer	Athletics	NA
Boris Louis Sanson	2008 Summer	Fencing	NA
Boris Louis Sanson	2008 Summer	Fencing	Gold
Carlos Yohelin Santa Ramrez	2008 Summer	Athletics	NA
Brune Felipe Claudino de Santana	2008 Summer	Handball	NA
Mara Santangelo	2008 Summer	Tennis	NA
Mara Santangelo	2008 Summer	Tennis	NA
Elisa Santoni	2008 Summer	Rhythmic Gymnastics	NA
Jenna Santoromito	2008 Summer	Water Polo	Bronze
Mia Santoromito	2008 Summer	Water Polo	Bronze
Jos Arturo Santos Reyes	2008 Summer	Boxing	NA
Bernardo Nunes da Silva Plantier Santos	2008 Summer	Sailing	NA
Eduardo Santos	2008 Summer	Judo	NA
Nicholas Dias dos Santos	2008 Summer	Swimming	NA
Rosangela Cristina Oliveira Santos	2008 Summer	Athletics	NA
Vera Lcia Montez dos Santos	2008 Summer	Athletics	NA
Yanelis Rebeca Santos Allegne	2008 Summer	Volleyball	NA
Michele Santucci	2008 Summer	Swimming	NA
Rita Isabel Sanz-Agero Luna	2008 Summer	Modern Pentathlon	NA
Salvatore Sanzo	2008 Summer	Fencing	Bronze
Aleksandar api	2008 Summer	Water Polo	Bronze
Serik Zhumangaliyevich Sapiyev	2008 Summer	Boxing	NA
Aldwyn Sappleton	2008 Summer	Athletics	NA
Danylo Volodymyrovych Sapunov	2008 Summer	Triathlon	NA
Hendri Kurniawan Saputra	2008 Summer	Badminton	NA
Muhammad Saqlain	2008 Summer	Hockey	NA
Jaime Rolando Saquipay Pai	2008 Summer	Athletics	NA
Ahmed Saraku	2008 Summer	Boxing	NA
Nikola aranovi	2008 Summer	Shooting	NA
Nikola aranovi	2008 Summer	Shooting	NA
Abdulqader Hikmat A. Sarhan	2008 Summer	Taekwondo	NA
Sandra ari	2008 Summer	Taekwondo	Bronze
Kristian Ronald Sarkies	2008 Summer	Football	NA
Aarn Sarmiento Padilla	2008 Summer	Sailing	NA
Mauro Sarmiento	2008 Summer	Taekwondo	Silver
Pawe Micha Sarna	2008 Summer	Canoeing	NA
Grgory Sarrasin	2008 Summer	Wrestling	NA
Bakhyt Abdirakhmanovich Sarsekbayev	2008 Summer	Boxing	Gold
Mirat Sarsembayev	2008 Summer	Boxing	NA
Alessio Sartori	2008 Summer	Rowing	NA
Makoto Sasamoto	2008 Summer	Wrestling	NA
Wendy Saschenbrecker	2008 Summer	Fencing	NA
John Sasi	2008 Summer	Rowing	NA
Welissa "Sass" de Souza Gonzaga	2008 Summer	Volleyball	Gold
Sandra Sassine	2008 Summer	Fencing	NA
Sandra Sassine	2008 Summer	Fencing	NA
Marianna Sastin	2008 Summer	Wrestling	NA
Carlos Sastre Candil	2008 Summer	Cycling	NA
Haile (Ayele) Satayin (Seteng, Setegne)	2008 Summer	Athletics	NA
Aiko Sato	2008 Summer	Judo	NA
Atsushi Sato	2008 Summer	Athletics	NA
Eiken Sato	2008 Summer	Equestrianism	NA
Hisayoshi Sato	2008 Summer	Swimming	NA
Hisayoshi Sato	2008 Summer	Swimming	NA
Hisayoshi Sato	2008 Summer	Swimming	Bronze
Rie Sato	2008 Summer	Softball	Gold
Shoji Sato	2008 Summer	Badminton	NA
Takahiko Sato	2008 Summer	Baseball	NA
Tomoya Satozaki	2008 Summer	Baseball	NA
Johannes Sauer	2008 Summer	Shooting	NA
Genevive Saumur	2008 Summer	Swimming	NA
Genevive Saumur	2008 Summer	Swimming	NA
Genevive Saumur	2008 Summer	Swimming	NA
Billy Joe Saunders	2008 Summer	Boxing	NA
Bradley Saunders	2008 Summer	Boxing	NA
Kate Saunders	2008 Summer	Hockey	NA
Michael Edward Brett "Mike" Saunders	2008 Summer	Baseball	NA
Christoph Sauser	2008 Summer	Cycling	NA
Dmitry Ivanovich Sautin	2008 Summer	Diving	NA
Dmitry Ivanovich Sautin	2008 Summer	Diving	Silver
Valerian Sauveplane	2008 Summer	Shooting	NA
Valerian Sauveplane	2008 Summer	Shooting	NA
Pippa Savage	2008 Summer	Rowing	NA
Denis Vladimirovich Savenkov	2008 Summer	Gymnastics	NA
Denis Vladimirovich Savenkov	2008 Summer	Gymnastics	NA
Denis Vladimirovich Savenkov	2008 Summer	Gymnastics	NA
Denis Vladimirovich Savenkov	2008 Summer	Gymnastics	NA
Denis Vladimirovich Savenkov	2008 Summer	Gymnastics	NA
Denis Vladimirovich Savenkov	2008 Summer	Gymnastics	NA
Denis Vladimirovich Savenkov	2008 Summer	Gymnastics	NA
Maria Savenkov	2008 Summer	Rhythmic Gymnastics	NA
Dejan Savi	2008 Summer	Water Polo	Bronze
Marko Savic	2008 Summer	Water Polo	NA
Yargelis Savigne Herrera	2008 Summer	Athletics	NA
Yargelis Savigne Herrera	2008 Summer	Athletics	NA
Glen Saville	2008 Summer	Basketball	NA
Jane Kara Saville (-White)	2008 Summer	Athletics	NA
Dmitry Savitsky	2008 Summer	Gymnastics	NA
Dmitry Savitsky	2008 Summer	Gymnastics	NA
Dmitry Savitsky	2008 Summer	Gymnastics	NA
Dmitry Savitsky	2008 Summer	Gymnastics	NA
Dmitry Savitsky	2008 Summer	Gymnastics	NA
Dmitry Savitsky	2008 Summer	Gymnastics	NA
Dmitry Savitsky	2008 Summer	Gymnastics	NA
Mykola Mykolaiovych Savolainen	2008 Summer	Athletics	NA
Aleksey Dmitriyevich Savrasenko	2008 Summer	Basketball	NA
Anzhelika "Angelica" Savrayuk	2008 Summer	Rhythmic Gymnastics	NA
Homare Sawa	2008 Summer	Football	NA
Daichi Sawano	2008 Summer	Athletics	NA
Mateusz Jakub Sawrymowicz	2008 Summer	Swimming	NA
Richard "Rick" Say	2008 Summer	Swimming	NA
Richard "Rick" Say	2008 Summer	Swimming	NA
Jean Sayegh	2008 Summer	Water Polo	NA
Goldie Katherine Dinah Sayers	2008 Summer	Athletics	NA
Svetlana Vladimirovna Saykina (Ivanova-)	2008 Summer	Athletics	NA
Pichai Sayota	2008 Summer	Boxing	NA
Buvaysar Khamidovich Saytiyev	2008 Summer	Wrestling	Gold
Hassanine Al-Sbai	2008 Summer	Athletics	NA
Antonio Massimiliano Scaduto	2008 Summer	Canoeing	NA
Antonio Massimiliano Scaduto	2008 Summer	Canoeing	Bronze
Antonella Scanavino Crespo	2008 Summer	Swimming	NA
Ylenia Scapin	2008 Summer	Judo	NA
Milo epanovi	2008 Summer	Water Polo	NA
Viktors erbatihs	2008 Summer	Weightlifting	Bronze
Denisa erbova-Rosolov	2008 Summer	Athletics	NA
Denisa erbova-Rosolov	2008 Summer	Athletics	NA
Madeleine Scerri	2008 Summer	Swimming	NA
Anja Schache (Mller-)	2008 Summer	Fencing	NA
Anja Schache (Mller-)	2008 Summer	Fencing	NA
Monika Schachl	2008 Summer	Cycling	NA
Andrew Schacht	2008 Summer	Beach Volleyball	NA
Elke Schall-Wosik (-S)	2008 Summer	Table Tennis	NA
Elke Schall-Wosik (-S)	2008 Summer	Table Tennis	NA
Sherraine Rene Schalm-MacKay	2008 Summer	Fencing	NA
Christoph Schrer	2008 Summer	Gymnastics	NA
Christoph Schrer	2008 Summer	Gymnastics	NA
Christoph Schrer	2008 Summer	Gymnastics	NA
Anita Schtzle	2008 Summer	Wrestling	NA
Robert Scheidt	2008 Summer	Sailing	Silver
Charlotta Eva "Lotta" Schelin	2008 Summer	Football	NA
Imke Anne Marian Schellekens-Bartels	2008 Summer	Equestrianism	NA
Imke Anne Marian Schellekens-Bartels	2008 Summer	Equestrianism	Silver
Juliane Rita Schenk	2008 Summer	Badminton	NA
Pieter Otto "Peter" Schep	2008 Summer	Cycling	NA
Pieter Otto "Peter" Schep	2008 Summer	Cycling	NA
Stephen Scherer	2008 Summer	Shooting	NA
Thomas Schertwitis	2008 Summer	Water Polo	NA
Christina Illum Scherwin	2008 Summer	Athletics	NA
Francesca Lizzy Schiavone	2008 Summer	Tennis	NA
Francesca Lizzy Schiavone	2008 Summer	Tennis	NA
Laura Schiavone	2008 Summer	Rowing	NA
Nathan John "Nate" Schierholtz	2008 Summer	Baseball	Bronze
